,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Nombre d'IVG selon le département ou la région de résidence de la femme, le lieu de réalisation de l'IVG et la méthode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,non compris les ré-interventions dans un délai de 9 semaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2022,,,,,,,2021,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,,IVG en établissements hospitaliers,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,,,,,,,,,,,,,,,,,,,,,
,,Zone géographique,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral 1,centres 2,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral*,centres**,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral*,centres**,,,,,,,,,,,,,,,,,,,,,,,
,,Total métropole,47476,88180,3881,60749,7962,208248,"14,9",51250,91538,3663,54827,6766,208059,"14,9",66339,94134,1726,49591,5746,217536,"15,6",64186,93241,2064,44887,5144,209522,"15,0",65485,92369,1540,38617,5262,203273,"14,5",70953,90176,1746,34961,3574,201410,"14,3"
,,Guadeloupe,352,885,31,2141,52,3461,"41,2",399,991,25,1751,61,3268,"39,9",484,921,7,1834,15,3261,"39,1",453,1056,3,1785,5,3302,"38,5",389,1067,6,1593,5,3060,"34,8",630,1117,2,1276,6,3031,"33,3"
,,Martinique,514,782,4,787,8,2095,"27,7",498,824,4,661,2,2017,"27,3",658,988,5,457,4,2112,"28,6",702,977,3,441,3,2126,"27,7",791,1058,3,253,3,2108,"26,5",825,1175,3,207,3,2213,"26,9"
,,Guyane,346,769,14,1977,153,3259,"44,6",425,830,15,1802,137,3254,"43,9",503,719,6,1470,193,2891,"39,5",456,746,63,1236,103,2604,"35,3",429,860,73,974,5,2341,"32,8",462,770,75,686,4,1997,"29,3"
,,La Réunion,577,1479,88,2412,12,4568,"22,1",545,1791,63,2051,3,4475,"21,8",823,1998,44,1615,6,4486,"21,8",872,2054,13,1583,6,4528,"21,8",1049,1952,10,1345,1,4357,"20,8",1220,1957,17,1099,1,4294,"20,3"
,,Mayotte,198,953,2,353,3,1509,"21,8",270,931,0,328,1,1552,"21,7",475,691,1,345,0,1512,"21,9",538,808,0,307,2,1655,"24,8",563,721,0,340,1,1625,"25,3",618,787,1,194,0,1600,"26,7"
,,total DROM,1987,4868,139,7670,228,14892,"29,5",2137,5367,107,6593,204,14437,"28,5",2943,5317,63,5721,218,14262,"28,2",3021,5641,,5352,119,14215,"27,7",3221,5658,92,4505,15,13491,"26,3",3755,5806,98,3462,14,13135,"25,6"
,,France entière résidentes,49463,93048,4020,68419,8190,223140,"15,5",53387,96905,3770,61420,6 970,222467,"15,4",69282,99451,1789,55312,5964,231798,"16,1",67207,98882,2064,50239,5263,223737,"15,4",68706,98027,1632,43122,5277,216764,"14,9",74708,95982,1844,38423,3588,214545,"14,7"
,,Résidence inconnue****,,,,0,,,,,,,3,0,3,,,,,202,9,211,,,,,291,27,318,,,,,733,45,778,,,,,280,1,281,
,,résidence à l'étranger,42,94,6,0,,142,,39,127,3,2,,171,,84,148,3,,,235,,91,192,1,,,284,,87,155,2,,,244,,90,149,6,,,245,
,,Total IVG réalisées en France,49505,93142,4026,68419,8190,223282,"15,5",53426,97032,3773,61425,6 970,222641,"15,4",69366,99599,1792,55514,5973,232244,"16,1",67298,99074,2065,50530,5290,224339,"15,5",68793,98182,1634,43855,5322,217786,"15,0",74798,96131,1850,38423,3588,214790,
,,Auvergne -  Rhône-Alpes(***),5942,9176,373,6586,1348,23425,"13,5",6415,9405,382,6289,1 166,23671,"13,7",8202,9395,146,5473,715,23931,"13,9",8224,9529,80,4573,768,23174,"13,4",8402,9335,91,3708,582,22118,"11,8",9020,9044,114,3592,443,22213,"12,8"
,,Bourgogne -  Franche-Comté,1502,2702,499,2217,104,7024,"12,8",1625,2852,301,2065,43,6899,"12,5",2206,2864,401,1741,103,7315,"13,3",2183,3022,248,1413,83,6949,"12,4",2279,2947,227,1319,32,6804,"13,3",2465,2887,191,1115,7,6665,"11,7"
,,Bretagne,2358,4054,125,1371,131,8039,"11,9",2564,4036,130,1211,160,8113,"12,0",3074,4061,25,963,112,8235,"12,3",2862,4161,2,755,122,7902,"11,8",2699,4024,7,627,100,7457,"12,8",3049,3790,19,535,49,7442,"11,0"
,,Centre -  Val de Loire,1885,3198,92,1316,155,6646,"13,0",2003,3288,156,1132,124,6716,"13,1",2186,3628,35,1149,130,7128,"13,9",2034,3671,17,1079,134,6935,"13,4",1852,3551,13,946,157,6519,"12,1",2006,3496,34,864,101,6501,"12,3"
,,Corse,119,719,80,204,44,1166,"16,6",144,752,64,254,0,1231,"17,5",242,874,71,180,6,1373,"19,4",205,678,177,183,2,1245,"17,6",235,614,179,184,3,1215,"11,1",236,606,206,158,14,1220,"17,4"
,,Grand Est,2675,9162,210,2006,119,14172,"12,2",2898,9316,218,1671,88,14203,"12,2",3710,9789,113,1279,121,15012,"12,9",3351,9669,47,1130,91,14288,"12,2",3387,9464,73,892,130,13946,"12,5",3847,9167,97,944,123,14178,"11,8"
,,Hauts-de-France,3900,9340,315,3575,642,17772,"13,6",4238,9643,291,2977,494,17657,"13,5",5698,9725,95,2686,379,18583,"14,2",5598,9541,137,2369,196,17841,"13,5",5470,9784,154,2040,28,17476,"17,3",5983,9937,174,1587,16,17697,"13,2"
,,Ile-de-France,11981,17368,630,18725,3672,52376,"17,6",12953,18463,573,17081,3 176,52264,"17,5",16773,18321,328,17169,2672,55263,"18,5",16405,17681,680,16554,2383,53703,"18,0",17121,17921,329,14950,3068,53389,"17,9",18087,16963,463,13780,1754,51047,"17,1"
,,Normandie,1535,4383,201,1931,177,8227,"12,2",1738,4576,198,1889,130,8543,"12,6",2355,4751,60,1632,121,8919,"13,2",2296,4657,67,1490,108,8618,"12,6",2333,4612,85,1318,121,8469,"16,1",2652,4402,97,1134,71,8356,"12,0"
,,Nouvelle-Aquitaine,4136,6613,373,5285,632,17039,"14,1",4288,6865,301,4836,610,16914,"14,0",5438,7227,63,3870,762,17360,"14,5",5409,7410,12,3235,705,16771,"13,9",5597,7035,27,2844,585,16088,"10,3",6103,7111,29,2374,480,16097,"13,3"
,,Occitanie,4132,8384,437,7285,419,20657,"16,8",4452,8790,385,6547,339,20530,"16,7",6058,9451,116,5500,296,21421,"17,6",5738,9917,32,4538,260,20485,"16,7",5894,9938,48,3625,190,19695,"13,2",6492,10006,99,3129,157,19883,"16,2"
,,Pays de la Loire,3514,4429,197,876,26,9042,"11,3",3494,4608,204,685,18,9020,"11,3",4224,4523,40,526,18,9331,"11,8",3965,4231,14,452,9,8671,"10,9",3749,4099,11,274,12,8145,"12,2",3768,4188,10,261,12,8239,"10,4"
,,Provence - Alpes - Côte d'Azur(***),3797,8652,349,9372,493,22663,"21,8",4438,8944,460,8188,418,22470,"21,6",6173,9525,233,7423,311,23665,"22,9",5916,9074,551,7116,283,22940,"22,0",6467,9045,296,5890,254,21952,"20,9",7245,8579,213,5488,347,21872,"20,7"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"*IVG réalisées en centre de santé, centre de planification et d'éducation familiale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,**calculé en rapportant des IVG de 15 à 49 ans (yc âge inconnu) aux femmes domiciliées âgées de 15 à 49 ans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,*** En régions ARA et PACA la somme des Départements ne correspond pas au chiffre donné pour la région en raison des forfaits pour lesquels seule la caisse régionale d'affiliation est connue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"****Quand c'était possible, le lieu de résidence inconnu a été remplacé par le lieu de réalisation de l'acte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,*****En 2020 des mesures dérogatoires ont permis la pratique exceptionnelle d'IVG en téléconsultation (codées en Préparations Magistrales et Officinales dans le SNDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,champ : IVG domiciliées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"sources : portail SNDS (PMSI), calculs DREES à partir du GHM d'IVG (14Z08Z) pour les IVG en établissements de santé(jusqu'en février 2019), GHM d'IVG ou les codes d’extension du diagnostic principal en O04 (O0400, O0410,O0420, O0430, O0440, O0450, O0460, O0470, O0480 et O0490)à partir de mars 2019, et uniqment les codes d'extension du DP en O04.- à partir de 2020.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"SNIIRAM (CNAMTS), calculs DREES à partir des forfaits médicamenteux de ville (FMV) remboursés,et des préparations magistrales et officinales délivrées directement en pharmacie dans le cadre d'IVG en téléconsultation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
